tabla,alcance,codigo,codigo_padded,largo_campo_txt,descripcion,filtro_padre
"MODALIDAD_LIQUIDACION","global","1","1",1,"MES",""
"MODALIDAD_LIQUIDACION","global","2","2",1,"QUINCENA",""
"MODALIDAD_LIQUIDACION","global","3","3",1,"SEMANA",""
"MODALIDAD_LIQUIDACION","global","4","4",1,"DÍA",""
"MODALIDAD_LIQUIDACION","global","5","5",1,"HORA",""
"MODALIDAD_LIQUIDACION","global","6","6",1,"PIEZA",""
"MODALIDAD_LIQUIDACION","global","7","7",1,"A COMISIÓN",""
"MODALIDAD_LIQUIDACION","global","8","8",1,"JORNAL",""
"SITUACION_REVISTA","global","01","01",2,"Activo",""
"SITUACION_REVISTA","global","03","03",2,"Activo Decreto N°796/97",""
"SITUACION_REVISTA","global","05","05",2,"Licencia por maternidad",""
"SITUACION_REVISTA","global","06","06",2,"Suspensiones otras causales",""
"SITUACION_REVISTA","global","09","09",2,"Suspendido.Ley 20744 Art. 223 Bis",""
"SITUACION_REVISTA","global","10","10",2,"Licencia por excedencia",""
"SITUACION_REVISTA","global","11","11",2,"Licencia por maternidad Down",""
"SITUACION_REVISTA","global","12","12",2,"Licencia por vacaciones",""
"SITUACION_REVISTA","global","13","13",2,"Licencia sin goce de haberes",""
"SITUACION_REVISTA","global","14","14",2,"Reserva de puesto",""
"SITUACION_REVISTA","global","15","15",2,"E.S.E.Cese transitorio de servicios",""
"SITUACION_REVISTA","global","16","16",2,"Personal siniestrado de terceros",""
"SITUACION_REVISTA","global","17","17",2,"Reingreso por disposición judicial",""
"SITUACION_REVISTA","global","42","42",2,"Empleado eventual en EU (para uso de la ESE) mes completo",""
"SITUACION_REVISTA","global","43","43",2,"Empleado eventual en EU (para uso de la ESE) mes incompleto",""
"SITUACION_REVISTA","global","44","44",2,"Conservación del empleo P/accidente o enfermedad inculpable",""
"SITUACION_REVISTA","global","45","45",2,"Suspensiones por causas disciplinarias",""
"SITUACION_REVISTA","global","48","48",2,"Suspendido. Res. 397/2020 MTEySS c/Aportes OS",""
"SITUACION_REVISTA","global","49","49",2,"Susp. período parcial L 20744 art.223bis / Res. 397 MTEySS",""
"SITUACION_REVISTA","global","50","50",2,"Dto 792/20 - Mayores 60 años, embarazadas, grupo de riesgo",""
"SITUACION_REVISTA","global","51","51",2,"Licencia Ley 27.674 Art. 13 - Régimen De Protección Integral Del Niño, Niña y Adolescente Con Cáncer",""
"SITUACION_REVISTA","global","90","90",2,"Pre-SIJP (Anterior a 07/1994)",""
"SITUACION_REVISTA","global","98","98",2,"Código de situación p/datos complementarios ANSeS anteriores a 09/2002 inclusive",""
"MODALIDAD_CONTRATACION","global","000","000",3,"Contrato Modalidad Promovida.Reducción 0%",""
"MODALIDAD_CONTRATACION","global","001","001",3,"A tiempo parcial: Indeterminado/permanente",""
"MODALIDAD_CONTRATACION","global","002","002",3,"Becarios-Residencias médicas Ley 22127",""
"MODALIDAD_CONTRATACION","global","003","003",3,"De aprendizaje Ley 25013",""
"MODALIDAD_CONTRATACION","global","004","004",3,"Especial de Fomento del Empleo: L.24465",""
"MODALIDAD_CONTRATACION","global","005","005",3,"Fomento del empleo. L.24013 y 24465",""
"MODALIDAD_CONTRATACION","global","006","006",3,"Lanzamiento nueva actividad. Idem 005",""
"MODALIDAD_CONTRATACION","global","007","007",3,"Período de prueba. Leyes 24465 y 25013",""
"MODALIDAD_CONTRATACION","global","008","008",3,"A tiempo completo indeterminado/Trabajo permanente",""
"MODALIDAD_CONTRATACION","global","009","009",3,"Práctica laboral para jovenes",""
"MODALIDAD_CONTRATACION","global","010","010",3,"Práctica profesionalizante - Dcto. 1374/11 - Pasantía sin obra social",""
"MODALIDAD_CONTRATACION","global","011","011",3,"Trabajo de temporada",""
"MODALIDAD_CONTRATACION","global","012","012",3,"Trabajo eventual",""
"MODALIDAD_CONTRATACION","global","013","013",3,"Trabajo formación",""
"MODALIDAD_CONTRATACION","global","014","014",3,"Nuevo período de prueba",""
"MODALIDAD_CONTRATACION","global","015","015",3,"Puesto nuevo varones y mujeres de 25 a 44 años",""
"MODALIDAD_CONTRATACION","global","016","016",3,"Nuevo período de prueba trabajador discapacitado Art.34 Ley 24147",""
"MODALIDAD_CONTRATACION","global","017","017",3,"Puesto nuevo menor de 25 años, varones y mujeres de 45 o más años y mujer jefe de flia.s/limite/edad",""
"MODALIDAD_CONTRATACION","global","018","018",3,"Trabajador discapacitado Art.34.Ley 24147",""
"MODALIDAD_CONTRATACION","global","019","019",3,"Puesto nuevo.Varones y mujeres 25 a 44 años Art.34.Ley 24147",""
"MODALIDAD_CONTRATACION","global","020","020",3,"Pto.nuevo menor 25 años,varones y mujeres 45 o más y mujer jefe flia.s/limite/edad.Art.34 L.24147",""
"MODALIDAD_CONTRATACION","global","021","021",3,"A tiempo parcial determinado (contrato a plazo fijo)",""
"MODALIDAD_CONTRATACION","global","022","022",3,"A tiempo completo determinado (contrato a plazo fijo)",""
"MODALIDAD_CONTRATACION","global","023","023",3,"Personal no permanente Ley N°22248",""
"MODALIDAD_CONTRATACION","global","024","024",3,"Personal de la construcción Ley N°22250",""
"MODALIDAD_CONTRATACION","global","025","025",3,"Empleo público provincial",""
"MODALIDAD_CONTRATACION","global","026","026",3,"Beneficiario de programa de empleo,capacitación y de recueración productiva",""
"MODALIDAD_CONTRATACION","global","027","027",3,"Pasantías Ley 26427 - con obra social -",""
"MODALIDAD_CONTRATACION","global","028","028",3,"Programas jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","029","029",3,"AFA Regimen especial. Aportante autonomo",""
"MODALIDAD_CONTRATACION","global","030","030",3,"Nuevo período de prueba trabajador discapacitado Art.87 Ley N°24013",""
"MODALIDAD_CONTRATACION","global","031","031",3,"Trabajador discapacitado Art.87 Ley N°24013",""
"MODALIDAD_CONTRATACION","global","032","032",3,"Período de prueba Art.6 Ley 25877",""
"MODALIDAD_CONTRATACION","global","033","033",3,"Período de prueba Art.6 Ley 25877.Beneficiarios de planes jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","034","034",3,"Período de prueba Art.6 Ley 25877.Art.34 Ley 24147",""
"MODALIDAD_CONTRATACION","global","035","035",3,"Período de prueba Art.6 Ley 25877.Art.34 Ley 24147.Beneficiarios planes jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","036","036",3,"Período de prueba Art.6 Ley 25877.Trabajador discapacitado Art.87 Ley 24013",""
"MODALIDAD_CONTRATACION","global","037","037",3,"Período de prueba Art.6 Ley 25877.Trab.discapacitado Art.87 Ley 24013 Benef.jefes-jefas hogar",""
"MODALIDAD_CONTRATACION","global","038","038",3,"Puesto nuevo Art. 6 Ley 25877",""
"MODALIDAD_CONTRATACION","global","039","039",3,"Puesto nuevo Art.6 Ley 25877.beneficiario de planes jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","040","040",3,"Puesto nuevo Art.6 Ley 25877.Art.34 Ley 24147",""
"MODALIDAD_CONTRATACION","global","041","041",3,"Puesto nuevo Art.6 Ley 25877. Art.34 Ley 24147.Beneficiarios de planes jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","042","042",3,"Puesto nuevo Art.6 Ley 25877.Trabajador discapacitado Art.87 Ley 24013",""
"MODALIDAD_CONTRATACION","global","043","043",3,"Puesto nvo. Art.6 ley 25877.Trab.discapacitado Art.87 ley 24013.Benef.planes jefes y jefas de hogar",""
"MODALIDAD_CONTRATACION","global","044","044",3,"Changa solidaria.CCT 62/75",""
"MODALIDAD_CONTRATACION","global","045","045",3,"Personal no permanente hoteles CCT 362/03 Art.68 Inc.B)",""
"MODALIDAD_CONTRATACION","global","046","046",3,"Planta transitoria Adm.Pública Nacional, Provincial y/o Municipal",""
"MODALIDAD_CONTRATACION","global","047","047",3,"Representante Gremial",""
"MODALIDAD_CONTRATACION","global","048","048",3,"Art.4°Ley 24241.Traslado temporario desdes el exterior ó Conv.bilateral de Seg.Social",""
"MODALIDAD_CONTRATACION","global","049","049",3,"Director - Empleado SA con Obra Social y LRT",""
"MODALIDAD_CONTRATACION","global","050","050",3,"Contrato modalidad promovida .Reducción 50%",""
"MODALIDAD_CONTRATACION","global","051","051",3,"Pasantias Ley 26.427 - con obra social - beneficiario pensión de discapacidad",""
"MODALIDAD_CONTRATACION","global","060","060",3,"Taller Protegido Especial para el Empleo (TPEE) Ley 26816, art. 2º punto 1",""
"MODALIDAD_CONTRATACION","global","061","061",3,"Actor - Intérprete en Empleador Contratante Ley 27.203- C/OBRA SOCIAL",""
"MODALIDAD_CONTRATACION","global","062","062",3,"Actor - Intérprete en Empleador Contratante Ley 27.203- S/OBRA SOCIAL",""
"MODALIDAD_CONTRATACION","global","063","063",3,"Acciones de Entrenamiento para el Trabajo - Res 1107/2022",""
"MODALIDAD_CONTRATACION","global","065","065",3,"A Tiempo indeterminado /Trabajo permanente discontinuo",""
"MODALIDAD_CONTRATACION","global","095","095",3,"Planes Ministerio de Trabajo",""
"MODALIDAD_CONTRATACION","global","096","096",3,"Plan Trabajadores por San Luis Ley 5411",""
"MODALIDAD_CONTRATACION","global","097","097",3,"Programa Trabajo para Jovenes Tucumanos",""
"MODALIDAD_CONTRATACION","global","098","098",3,"BONUS- SEGUNDA OPORTUNIDAD",""
"MODALIDAD_CONTRATACION","global","099","099",3,"LRT(Direc.SA, Municip.Org.cent.y descent.Emp.Mixta,docent.priv.opúbl.de jurisd.incorp. o no al SIJP",""
"MODALIDAD_CONTRATACION","global","100","100",3,"Contrato modalidad promovida.Reducción 100%",""
"MODALIDAD_CONTRATACION","global","101","101",3,"Pre-SIJP (Anterior a 07/1994)",""
"MODALIDAD_CONTRATACION","global","102","102",3,"Empleado Servicio Eventual en Usuaria DTO 762",""
"MODALIDAD_CONTRATACION","global","103","103",3,"Retiro Voluntario - Decreto 263/2018 y otros",""
"MODALIDAD_CONTRATACION","global","110","110",3,"Trabajo permanente prestación continua Ley 26727",""
"MODALIDAD_CONTRATACION","global","111","111",3,"Trabajo temporario Ley 26727",""
"MODALIDAD_CONTRATACION","global","112","112",3,"Trabajo permanente discontinuo ley 26727",""
"MODALIDAD_CONTRATACION","global","114","114",3,"Trabajo temporario con Reducción Ley 26727",""
"MODALIDAD_CONTRATACION","global","115","115",3,"Trabajo permanente discontinuo con Reducción ley 26727",""
"MODALIDAD_CONTRATACION","global","201","201",3,"Puesto Nuevo ART.16 LEY 26476",""
"MODALIDAD_CONTRATACION","global","202","202",3,"Puesto Nuevo ART.16 LEY 26476 Trabajador Discapacitado ART.34 LEY 24147",""
"MODALIDAD_CONTRATACION","global","203","203",3,"Puesto Nuevo ART.16 LEY 26476 Trabajador Discapacitado ART. 87 LEY 24013",""
"MODALIDAD_CONTRATACION","global","211","211",3,"Art 11 Inc b L26476 Reg Pers n/Registrado",""
"MODALIDAD_CONTRATACION","global","212","212",3,"Art 11 Inc b L26476 Reg Pers n/Registrado Disc Art 34 L24147",""
"MODALIDAD_CONTRATACION","global","213","213",3,"Art 11 Inc b L 26476 Reg Pers n/Registrado Disc Art 87 L24013",""
"MODALIDAD_CONTRATACION","global","221","221",3,"Art 12 L26476 Reg Pers n/Registrado",""
"MODALIDAD_CONTRATACION","global","222","222",3,"Art 12 L26476 Reg Pers n/Registrado Disc Art 34 L24147",""
"MODALIDAD_CONTRATACION","global","223","223",3,"Art 12 L26476 Reg Pers n/Registrado Disc Art 87 L24013",""
"MODALIDAD_CONTRATACION","global","301","301",3,"Art. 19 Ley 26940. Tiempo indeterminado",""
"MODALIDAD_CONTRATACION","global","302","302",3,"Art. 19 Ley 26940. Trabajador discapacitado art. 34 L 24147. Tiempo indeterminado",""
"MODALIDAD_CONTRATACION","global","303","303",3,"Art. 19 Ley 26940. Trabajador discapacitado art. 87 L 24013. Tiempo indeterminado",""
"MODALIDAD_CONTRATACION","global","304","304",3,"Art. 19 Ley 26940. Tiempo parcial. Art. 92 ter LCT",""
"MODALIDAD_CONTRATACION","global","305","305",3,"Art. 19 Ley 26940. Trabajador discapacitado art. 34 L 24147. Tiempo parcial. Art. 92 ter LCT",""
"MODALIDAD_CONTRATACION","global","306","306",3,"Art. 19 Ley 26940. Trabajador discapacitado art. 87 L 24013. Tiempo parcial. Art. 92 ter LCT",""
"MODALIDAD_CONTRATACION","global","307","307",3,"Art. 24 Ley 26940. Hasta 15 empleados. Primeros 12 meses. Tiempo indeterminado",""
"MODALIDAD_CONTRATACION","global","308","308",3,"Art. 24 Ley 26940. H/ 15 emp. 1ros 12 meses. Tiempo indet. Trabajador discap. art. 34 L 24147",""
"MODALIDAD_CONTRATACION","global","309","309",3,"Art. 24 Ley 26940. H/ 15 emp. 1ros 12 meses. Tiempo indet. Trabajador discap. art. 87 L 24013",""
"MODALIDAD_CONTRATACION","global","313","313",3,"Art. 24 Ley 26940. 16 a 80 empleados. Tiempo indeterminado",""
"MODALIDAD_CONTRATACION","global","314","314",3,"Art. 24 Ley 26940. 16 a 80 empl. Tiempo indet. Trabajador discapacitado art. 34 L 24147",""
"MODALIDAD_CONTRATACION","global","315","315",3,"Art. 24 Ley 26940. 16 a 80 empl. Tiempo indet. Trabajador discapacitado art. 87 L 24013",""
"MODALIDAD_CONTRATACION","global","401","401",3,"Puesto nuevo Art 2 inc. a Decreto 191/ 2021. Primeros 12 meses",""
"MODALIDAD_CONTRATACION","global","402","402",3,"Puesto nuevo Art 2 inc. b Decreto 191/ 2021. Segundos 12 meses",""
"MODALIDAD_CONTRATACION","global","403","403",3,"Puesto nuevo Art 2 inc. c Decreto 191/ 2021. Terceros 12 meses",""
"MODALIDAD_CONTRATACION","global","404","404",3,"Puesto nuevo Art 2 inc. d Decreto 191/ 2021. Primeros 12 meses",""
"MODALIDAD_CONTRATACION","global","405","405",3,"Puesto nuevo Art 2 inc. e Decreto 191/ 2021 segundos 12 meses",""
"MODALIDAD_CONTRATACION","global","406","406",3,"Puesto nuevo Art 2 inc. f Decreto 191/ 2021 terceros 12 meses",""
"MODALIDAD_CONTRATACION","global","407","407",3,"Tiempo parcial. Puesto nuevo Art 2 inc. a Decreto 191/ 2021. Primeros 12 meses",""
"MODALIDAD_CONTRATACION","global","408","408",3,"Tiempo parcial. Puesto nuevo Art 2 inc. b Decreto 191/ 2021. Segundos 12 meses",""
"MODALIDAD_CONTRATACION","global","409","409",3,"Tiempo parcial. Puesto nuevo Art 2 inc. c Decreto 191/ 2021. Terceros 12 meses",""
"MODALIDAD_CONTRATACION","global","410","410",3,"Tiempo parcial. Puesto nuevo Art 2 inc. d Decreto 191/ 2021. Primeros 12 meses",""
"MODALIDAD_CONTRATACION","global","411","411",3,"Tiempo parcial. Puesto nuevo Art 2 inc. e Decreto 191/ 2021. Segundos 12 meses",""
"MODALIDAD_CONTRATACION","global","412","412",3,"Tiempo parcial. Puesto nuevo Art 2 inc. f Decreto 191/ 2021. Terceros 12 meses",""
"MODALIDAD_CONTRATACION","global","413","413",3,"Discapacitado Ley 24.013 y Puesto nuevo Art 2 inc. a Decreto 191/ 2021",""
"MODALIDAD_CONTRATACION","global","414","414",3,"Discapacitado Ley 24.013 y Puesto nuevo Art 2 inc. d Decreto 191/ 2021",""
"MODALIDAD_CONTRATACION","global","415","415",3,"Discapacitado Ley 24.013 y Tiempo parcial Puesto nuevo Art 2 inc. a Decreto 191/ 2021",""
"MODALIDAD_CONTRATACION","global","416","416",3,"Discapacitado Ley 24.013 y Tiempo parcial Puesto nuevo Art 2 inc. d Decreto 191/ 2021",""
"MODALIDAD_CONTRATACION","global","501","501",3,"Puesto Nuevo Art 2 inc. a. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","502","502",3,"Puesto Nuevo Art 2 inc. b.Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","503","503",3,"Tiempo parcial. Puesto Nuevo Art 2 inc. a.Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","504","504",3,"Tiempo parcial. Puesto Nuevo Art 2 inc. b.Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","505","505",3,"Discapacitado Ley 24.013 y Puesto nuevo Art 2 inc. a. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","506","506",3,"Discapacitado Ley 24.013 y Tiempo parcial Puesto Nuevo Art 2 inc. a.Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","507","507",3,"Trabajo permanente prestación continua Ley 26727. Puesto Nuevo Art 2 inc. a. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","508","508",3,"Trabajo permanente prestación continua Ley 26727. Puesto Nuevo Art 2 inc. b. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","509","509",3,"Trabajo permanente discontinuo ley 26727. Puesto Nuevo Art 2 inc. a. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","510","510",3,"Trabajo permanente discontinuo ley 26727. Puesto Nuevo Art 2 inc. b. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","511","511",3,"Personal de la Construcción L 22250 Puesto Nuevo Art 2 inc. a. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","512","512",3,"Personal de la Construcción L 22250 Puesto Nuevo Art 2 inc. b. Dec. 493/2021",""
"MODALIDAD_CONTRATACION","global","601","601",3,"Plazo indeterminado a tiempo completo (art 90 Ley 20744) Art 2 Dec 551/22 y 1085/24. Red. 100%.",""
"MODALIDAD_CONTRATACION","global","602","602",3,"Plazo indeterminado a tpo parcial (art 90 y art 92 Ley 20744) Art 2 Dec 551/22 y 1085/24. Red. 50%",""
"MODALIDAD_CONTRATACION","global","603","603",3,"Plazo fijo a tiempo completo ( art 93 Ley 20744) Art 2 Dec. 551/22 y 1085/24. Red. 100%.",""
"MODALIDAD_CONTRATACION","global","604","604",3,"Plazo fijo a tiempo parcial ( art 92 y art 93 Ley 20744) Art 2 Dec 551/22 y 1085/24. Red. 50%.",""
"MODALIDAD_CONTRATACION","global","605","605",3,"Trabajo de temporada a tiempo completo (art 96 Ley 20744) Art 2 Dec. 551/22 y 1085/24. Red. 100%.",""
"MODALIDAD_CONTRATACION","global","606","606",3,"Trabajo de temporada a tpo parcial (art 92 y art 96 Ley 20744) Art 2 Dec. 551/22 y 1085/24. Red. 50%",""
"MODALIDAD_CONTRATACION","global","607","607",3,"Trab agrario perm prest cont a tpo compl (Ley 26727). Pto Nvo Art 2 Dec 551/22 y 1085/24. Red. 100%",""
"MODALIDAD_CONTRATACION","global","608","608",3,"Trab agrario perm pres continua a tpo pcial (Ley 26727) Pto Nvo Art 2 Dec.551/22 y 1085/24. Red.50 %",""
"MODALIDAD_CONTRATACION","global","609","609",3,"Trab agrario perm discont a tpo completo (Ley 26727) Pto Nvo Art 2 Dec. 551/22 y 1085/24. Red.100%",""
"MODALIDAD_CONTRATACION","global","610","610",3,"Trabajo agrario perm discont a tpo parcial (Ley 26727) Pto Nvo Art 2 Dec. 551/22 y 1085/24. Red. 50%",""
"MODALIDAD_CONTRATACION","global","611","611",3,"Trabajo agrario de temp a tpo completo (Ley 26727) Pto Nvo Art 2 Dec. 551/22 y 1085/24. Red.100%",""
"MODALIDAD_CONTRATACION","global","612","612",3,"Trabajo agrario de temp a tpo parcial (Ley 26727). Pto Nuevo Art 2 Dec. 551/22 y 1085/24. Red. 50%",""
"MODALIDAD_CONTRATACION","global","613","613",3,"Personal de la Construcción a tpo completo (Ley 22250) Pto Nvo Art 2. Dec. 551/22 y 1085/24 Red.100%",""
"MODALIDAD_CONTRATACION","global","614","614",3,"Pers.de la Constr a tpo pcial (L22250 y art 92 L20744) Pto Nvo Art 2. Dec.551/22 y 1085/24. Red. 50%",""
"MODALIDAD_CONTRATACION","global","704","704",3,"Regularización personal no registrado. Art. 169 - Ley 27.802. Micro y Peq. Emp. Ent. s/ fin de lucro",""
"MODALIDAD_CONTRATACION","global","705","705",3,"Regularización personal no registrado. Art. 169 - Ley 27.802. Medianas Empresas Tramo 1 y 2.",""
"MODALIDAD_CONTRATACION","global","706","706",3,"Regularización personal no registrado. Art. 169 - Ley 27.802. Demás empleadores.",""
"MODALIDAD_CONTRATACION","global","710","710",3,"Régimen de Incentivo para la Formalización Laboral - Ley 27.802",""
"MODALIDAD_CONTRATACION","global","982","982",3,"CCG vitivinícola de Catamarca",""
"MODALIDAD_CONTRATACION","global","983","983",3,"CCG vitivinícola de Salta",""
"MODALIDAD_CONTRATACION","global","984","984",3,"CCG foresto industrial de Chaco",""
"MODALIDAD_CONTRATACION","global","985","985",3,"CCG Vitivinícola de Neuquén",""
"MODALIDAD_CONTRATACION","global","987","987",3,"CCG Vitivinícola de La Rioja",""
"MODALIDAD_CONTRATACION","global","988","988",3,"CCG Limones de Tucuman Salta y Jujuy",""
"MODALIDAD_CONTRATACION","global","989","989",3,"CCG Tabaco Salta",""
"MODALIDAD_CONTRATACION","global","990","990",3,"CCG Tabaco Jujuy",""
"MODALIDAD_CONTRATACION","global","991","991",3,"CCG vitivinícola de Río Negro",""
"MODALIDAD_CONTRATACION","global","992","992",3,"CCG multiproducto del Chaco",""
"MODALIDAD_CONTRATACION","global","994","994",3,"CCG Yerba mate Misiones y Corrientes",""
"MODALIDAD_CONTRATACION","global","995","995",3,"CCG Vitivinícola de San Juan",""
"MODALIDAD_CONTRATACION","global","996","996",3,"CCG Vitivinícola de Mendoza",""
"MODALIDAD_CONTRATACION","global","997","997",3,"CCG FORESTAL CHACO",""
"MODALIDAD_CONTRATACION","global","998","998",3,"CCG TABACO VIRGINIA CHACO",""
"TIPO_SERVICIO","global","000","000",3,"SERVICIOS COMUNES CONTINUOS","000"
"TIPO_SERVICIO","global","001","001",3,"INFECTO CONTAGIOSAS- LEPROSARIO-ENFERMOS MENTALES","001"
"TIPO_SERVICIO","global","002","002",3,"PERSONAL DE CAMARAS FRIAS","002"
"TIPO_SERVICIO","global","003","003",3,"FERROVIARIOS MAQUINISTA-FOGUISTA-CAMBISTA- CONDUCCION","003"
"TIPO_SERVICIO","global","004","004",3,"CONDUCTOR TRANSPORTE DE PASAJEROS LINEAS URBANAS-INTERURBANAS-LARGA DISTANCIA.","004"
"TIPO_SERVICIO","global","005","005",3,"MINERIA A CIELO ABIERTO-OBTENCION DIRECTA-PRODUCTOS MINEROS)","005"
"TIPO_SERVICIO","global","006","006",3,"TAREAS INSALUBRES","006"
"TIPO_SERVICIO","global","007","007",3,"TIPOGRAFOS Y LINOTIPISTA (INDUSTRIA GRAFICA)","007"
"TIPO_SERVICIO","global","008","008",3,"TECNICO RADIOLOGO RADIOSCOPIAS EN SANATORIOS Y HOSPITALES","008"
"TIPO_SERVICIO","global","009","009",3,"TAREAS EN EXPLOTACION PETROLEO-GAS (PERFORACION OTRAS)","009"
"TIPO_SERVICIO","global","010","010",3,"TAREAS EN HILADO Y DOFEO DEL RAYON","010"
"TIPO_SERVICIO","global","011","011",3,"ALTAS TEMPERATURAS. LAMINACION-ACERIA FUNDICION INCLUYE PERS ALUAR Y ACEROS ZAPLA","011"
"TIPO_SERVICIO","global","012","012",3,"MINERIA SUBTERRANEA.","012"
"TIPO_SERVICIO","global","013","013",3,"AERONAVEGANTES EXCLUIDO TAXI-PUBLICIDAD-FOTOGRAFIA AEREA","013"
"TIPO_SERVICIO","global","014","014",3,"AERONAVEGANTE: INSTRUCTOR O INSPECTOR","014"
"TIPO_SERVICIO","global","015","015",3,"AERONAVEGANTE: PILOTOS QUE ACTUEN SOLOS O QUE NO ESTEN COMPRENDIDOS EN EL INC.A","015"
"TIPO_SERVICIO","global","016","016",3,"AERONAVEGANTES: PILOTOS QUE ACTUEN ALTERNADOS CON OTROS Y A LOS RESTANTES AERONAVEGANTES CON FUNCION AERONAUTICA.","016"
"TIPO_SERVICIO","global","017","017",3,"AERONAVEGANTE: PERSONAL AUXILIAR","017"
"TIPO_SERVICIO","global","018","018",3,"EMBARCADO DECRETO L.6395/1946 - RELACION DE DEPENDENCIA","018"
"TIPO_SERVICIO","global","019","019",3,"EMBARCADOS PESCA","019"
"TIPO_SERVICIO","global","020","020",3,"AMARRADORES BARCAZA","020"
"TIPO_SERVICIO","global","021","021",3,"DRAGADO Y BALIZAMIENTO","021"
"TIPO_SERVICIO","global","022","022",3,"PERSONAL DE FERROBARCOS DE FERR. ARG","022"
"TIPO_SERVICIO","global","023","023",3,"PERSONAL DE ANTARTIDA E ISLAS DEL ATLANTICO SUD","023"
"TIPO_SERVICIO","global","024","024",3,"DOCENTE ZONA DE FRONTERA. ENSEÑANZA DIFERENCIADA. EXCLUYE LA FORMA INDIVIDUAL O PARTICULAR.","024"
"TIPO_SERVICIO","global","025","025",3,"DOCENTE ZONA DE FRONTERA","025"
"TIPO_SERVICIO","global","026","026",3,"INDUSTRIA DEL VIDRIO (FABRICACION Y COMPOSICION)","026"
"TIPO_SERVICIO","global","027","027",3,"INDUSTRIA DE LA CARNE","027"
"TIPO_SERVICIO","global","028","028",3,"OPERADORAS O TELEFONISTAS","028"
"TIPO_SERVICIO","global","029","029",3,"ESTIBADORES PORTUARIOS.TRABAJADORES DE LA MARINA MERCANTE.","029"
"TIPO_SERVICIO","global","030","030",3,"ESTIBADORES PORTUARIOS CAPATACES-GUINCHEROS-CONDUCTOR AUTOELEVADORES Y GRUAS MOVILES Y OTROS","030"
"TIPO_SERVICIO","global","031","031",3,"CEGUERA","031"
"TIPO_SERVICIO","global","032","032",3,"MINUSVALIDOS EN RELACION DE DEPENDENCIA","032"
"TIPO_SERVICIO","global","033","033",3,"RASCHIN Y RASQUIN","033"
"TIPO_SERVICIO","global","034","034",3,"RADIOTELEGRAFISTAS -TELEGRAFISTAS- TELETIPISTAS","034"
"TIPO_SERVICIO","global","035","035",3,"ELABORACION-FRACCIONAMIENTO DE COMBUSTIBLES LIQUIDOS DE PRIMER GRADO SEGURIDAD OPERATIVA INDUSTRIAL /","035"
"TIPO_SERVICIO","global","036","036",3,"SEÑALEROS FERROVIARIOS","036"
"TIPO_SERVICIO","global","037","037",3,"FERROVIARIO:MAQUINISTA-FOGUISTA-CAMBISTA-CAPATAZ DE CAMBISTA-ASPIRANTE DE CONDUCCION","037"
"TIPO_SERVICIO","global","038","038",3,"FERROVIARIO OPERADOR, CAPATACES, PEONES (CUADRILLAS DE VIA-GENERAL), CALDEREROS, GUARDACAMBIOS","038"
"TIPO_SERVICIO","global","039","039",3,"FERROVIARIO: RAMAL PUERTA TASTIL Y SOCOMPA DE LA PROV. SALTA.","039"
"TIPO_SERVICIO","global","040","040",3,"SERVICIOS ELECTRICOS (SILLETAS, BALANCINES, ESCALERAS A VIENTO, ETC). PERSONAL DE USINAS ELECTRICAS YPF","040"
"TIPO_SERVICIO","global","041","041",3,"CONDUCTOR TRANSPORTE AUTOMOTOR DE CARGAS EN GENERAL.","041"
"TIPO_SERVICIO","global","042","042",3,"TRANSPORTISTAS DE CARGA - AUTONOMOS","042"
"TIPO_SERVICIO","global","043","043",3,"TAXISTAS PROPIETARIOS - AUTONOMOS","043"
"TIPO_SERVICIO","global","044","044",3,"ESTIBADORES ACOPIO DE CEREALES U OTRAS PRESTACIONES NATURALES","044"
"TIPO_SERVICIO","global","045","045",3,"PERSONAL TEMPORARIO DE LUGARES DE VERANEO","045"
"TIPO_SERVICIO","global","046","046",3,"OPERARIO DE FABRICAS Y RURALES TEMPORARIOS EN EPOCA DE ZAFRA","046"
"TIPO_SERVICIO","global","047","047",3,"DESMOTADORES DE ALGODON","047"
"TIPO_SERVICIO","global","048","048",3,"CHANGARINES EN PANADERIAS","048"
"TIPO_SERVICIO","global","049","049",3,"ARRIEROS O TROPEROS EN EL ARREO DE ANIMALES","049"
"TIPO_SERVICIO","global","050","050",3,"PERSONAL INDUSTRIAL EN REFINERIAS DE PRODUCTOS OLEAGINOSOS","050"
